"","Program","ParentProject","Project","uniqueID","StationCode","StationName","LocationCode","CommonName","FinalID","moisture_tissue_name","moisture_tissue_prep","MatrixDisplay","moisture_analyte","moisture_result_type","moisture_result","moisture_unit","SampleYear","Region","TargetLatitude","TargetLongitude"
"3","Surface Water Ambient Monitoring Program","SWAMP Sportfish Coastal Zones","Statewide Coast Sportfish Contamination Study 2009","20151SMAC-Barred Surfperch-2009","20151SMAC","Southern Marin Coast",NA,"Barred Surfperch","Amphistichus argenteus","fillet","Skin off","tissue","Moisture, Total","Average of Individuals",78.4275,"%",2009,2,37.888443,-122.720843
