"","Program","ParentProject","Project","uniqueID","StationCode","StationName","LocationCode","CommonName","FinalID","mercury_tissue_name","mercury_tissue_prep","MatrixDisplay","mercury_analyte","mercury_result_type","mercury_result","mercury_unit","SampleYear","Region","TargetLatitude","TargetLongitude","moisture_tissue_name","moisture_tissue_prep","moisture_analyte","moisture_result_type","moisture_result","moisture_unit"
"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
